-1.072267413139343262e+00,6.268556118011474609e-01,-2.352526038885116577e-01,2.177730351686477661e-01,2.402368634939193726e-01,-2.419484108686447144e-01,-4.288339987397193909e-02,6.390857696533203125e-02,6.895952820777893066e-01,1.513707488775253296e-01
-3.679960668087005615e-01,1.683504581451416016e-01,2.850263714790344238e-01,-2.665309607982635498e-01,-2.772555649280548096e-01,4.622712433338165283e-01,5.549313426017761230e-01,-1.095364332199096680e+00,3.875230848789215088e-01,-6.084609627723693848e-01
4.930686950683593750e-01,2.012252360582351685e-01,-4.997836947441101074e-01,4.751701653003692627e-01,-1.059297919273376465e+00,3.659188374876976013e-02,-3.775304853916168213e-01,-6.105052828788757324e-01,1.312075406312942505e-01,-1.910870969295501709e-01
5.037996172904968262e-01,-7.264584302902221680e-02,8.662418276071548462e-02,6.056160926818847656e-01,-4.013612568378448486e-01,-4.971347451210021973e-01,-5.493495464324951172e-01,3.190874159336090088e-01,3.978193104267120361e-01,-5.550576448440551758e-01
6.456202864646911621e-01,-5.828161239624023438e-01,-1.516752988100051880e-01,6.371519565582275391e-01,4.896244779229164124e-02,2.168352901935577393e-01,3.502451777458190918e-01,-1.310097277164459229e-01,-4.964942112565040588e-02,1.552741229534149170e-01
8.993621915578842163e-02,6.918285489082336426e-01,-5.856899023056030273e-01,-5.100544691085815430e-01,4.060103893280029297e-01,-6.913942098617553711e-01,3.571549057960510254e-01,6.296799778938293457e-01,-8.596519827842712402e-01,-3.329074010252952576e-02
2.603843342512845993e-03,5.069341659545898438e-01,9.449003338813781738e-01,9.016674943268299103e-03,-4.507432878017425537e-01,-4.076630473136901855e-01,-4.700375199317932129e-01,3.709749281406402588e-01,-6.146479249000549316e-01,-1.361005187034606934e+00
2.749485969543457031e-01,-9.222227334976196289e-01,4.450744092464447021e-01,-2.326721847057342529e-01,6.024575233459472656e-01,-2.204637527465820312e-01,6.139103174209594727e-01,-8.410292267799377441e-01,-6.176937744021415710e-02,-5.397332832217216492e-02
-2.424581907689571381e-02,6.842811703681945801e-01,6.544739007949829102e-01,7.401433587074279785e-02,-1.530639827251434326e-01,-1.227172017097473145e-01,6.212788224220275879e-01,1.579601466655731201e-01,-5.662671327590942383e-01,-1.252018451690673828e+00
-4.077282845973968506e-01,5.018374323844909668e-01,-4.325005710124969482e-01,-9.976058006286621094e-01,5.744880437850952148e-01,5.554845333099365234e-01,-6.587515473365783691e-01,-3.201344981789588928e-02,-9.219382405281066895e-01,-5.074942708015441895e-01
2.793927490711212158e-01,-1.146092534065246582e+00,-1.211643815040588379e-01,-5.898915529251098633e-01,5.431035161018371582e-01,3.616970181465148926e-01,2.077215537428855896e-02,3.569784164428710938e-01,4.110397100448608398e-01,3.078719675540924072e-01
5.505364537239074707e-01,-3.456231653690338135e-01,2.230020165443420410e-01,3.132632374763488770e-01,-1.065001338720321655e-01,6.831866502761840820e-01,-3.250791728496551514e-01,6.932723522186279297e-01,-6.741833090782165527e-01,-7.400815486907958984e-01
4.343760609626770020e-01,-3.730627000331878662e-01,-5.959923267364501953e-01,1.751713156700134277e-01,3.447596430778503418e-01,-3.679576516151428223e-02,-2.431722432374954224e-01,-6.643908619880676270e-01,-5.417375266551971436e-02,5.400276184082031250e-01
2.716674208641052246e-01,-5.233473181724548340e-01,4.495971500873565674e-01,4.833419322967529297e-01,-1.442106485366821289e+00,9.268146157264709473e-01,-6.566332578659057617e-01,2.187126278877258301e-01,-7.936305403709411621e-01,-2.835777997970581055e-01
-5.064088702201843262e-01,-7.190750241279602051e-01,-9.461877495050430298e-02,4.379988014698028564e-01,5.269917249679565430e-01,3.513701856136322021e-01,-9.826027750968933105e-01,1.072276160120964050e-01,4.522288441658020020e-01,4.022497534751892090e-01
4.191437363624572754e-01,2.512505650520324707e-01,1.653251051902770996e-01,-5.259841084480285645e-01,-1.013616323471069336e+00,4.854969978332519531e-01,-2.457343041896820068e-01,-4.014028608798980713e-01,1.376014649868011475e-01,2.892753183841705322e-01
6.336536407470703125e-01,-7.419911678880453110e-03,2.753809988498687744e-01,-7.357963919639587402e-01,-6.916914582252502441e-01,-6.986319273710250854e-02,7.105857133865356445e-02,1.688362210988998413e-01,6.562470197677612305e-01,3.783824145793914795e-01
-1.233709573745727539e+00,8.801026344299316406e-01,-8.140977621078491211e-01,1.867755800485610962e-01,-2.989588379859924316e-01,1.250156611204147339e-01,-3.371723741292953491e-02,3.606506288051605225e-01,-3.843457400798797607e-01,9.505902975797653198e-02
-6.650114655494689941e-01,-2.228711545467376709e-01,4.527718126773834229e-01,4.989045858383178711e-01,2.659730240702629089e-02,-8.090560436248779297e-01,-6.578621268272399902e-01,3.141863346099853516e-01,-3.869013488292694092e-01,5.373305678367614746e-01
-2.843098342418670654e-01,-9.640742540359497070e-01,-6.215726137161254883e-01,-4.829155206680297852e-01,-5.977556705474853516e-01,-2.334999442100524902e-01,1.235965862870216370e-01,4.901145994663238525e-01,-4.202646911144256592e-01,3.490960001945495605e-01
